타자,도루RAA,도루 성공,도루 실패,상대,도루,도실,도실%,도루기회,도루시도%,도루 성공 여부
허경민,2.21,20,4,삼성,64,27,29.7,1350,6.7,실패
나성범,2.2,15,2,삼성,64,27,29.7,1350,6.7,도루
임병욱,1.83,16,3,삼성,64,27,29.7,1350,6.7,도루
임병욱,1.83,16,3,삼성,64,27,29.7,1350,6.7,실패
김용의,1.56,10,1,삼성,64,27,29.7,1350,6.7,실패
김용의,1.56,10,1,삼성,64,27,29.7,1350,6.7,도루
김용의,1.56,10,1,삼성,64,27,29.7,1350,6.7,도루
고종욱,1.52,17,4,삼성,64,27,29.7,1350,6.7,도루
고종욱,1.52,17,4,삼성,64,27,29.7,1350,6.7,도루
고종욱,1.52,17,4,삼성,64,27,29.7,1350,6.7,도루
고종욱,1.52,17,4,삼성,64,27,29.7,1350,6.7,실패
고종욱,1.52,17,4,삼성,64,27,29.7,1350,6.7,실패
고종욱,1.52,17,4,삼성,64,27,29.7,1350,6.7,실패
김성욱,1.31,11,2,삼성,64,27,29.7,1350,6.7,도루
박민우,1.09,17,5,삼성,64,27,29.7,1350,6.7,도루
유재신,0.82,4,0,삼성,64,27,29.7,1350,6.7,도루
유재신,0.82,4,0,삼성,64,27,29.7,1350,6.7,도루
유재신,0.82,4,0,삼성,64,27,29.7,1350,6.7,도루
이용규,0.8,30,11,삼성,64,27,29.7,1350,6.7,도루
이용규,0.8,30,11,삼성,64,27,29.7,1350,6.7,실패
이용규,0.8,30,11,삼성,64,27,29.7,1350,6.7,도루
김하성,0.78,8,2,삼성,64,27,29.7,1350,6.7,실패
김하성,0.78,8,2,삼성,64,27,29.7,1350,6.7,도루
김하성,0.78,8,2,삼성,64,27,29.7,1350,6.7,도루
김하성,0.78,8,2,삼성,64,27,29.7,1350,6.7,도루
김하성,0.78,8,2,삼성,64,27,29.7,1350,6.7,실패
김하성,0.78,8,2,삼성,64,27,29.7,1350,6.7,실패
손주인,0.67,3,0,삼성,64,27,29.7,1350,6.7,도루
손주인,0.67,3,0,삼성,64,27,29.7,1350,6.7,도루
손주인,0.67,3,0,삼성,64,27,29.7,1350,6.7,실패
노수광,3.23,25,4,한화,54,27,33.3,1334,6.1,도루
노수광,3.23,25,4,한화,54,27,33.3,1334,6.1,도루
노수광,3.23,25,4,한화,54,27,33.3,1334,6.1,도루
손아섭,2.72,20,3,한화,54,27,33.3,1334,6.1,도루
손아섭,2.72,20,3,한화,54,27,33.3,1334,6.1,실패
손아섭,2.72,20,3,한화,54,27,33.3,1334,6.1,도루
손아섭,2.72,20,3,한화,54,27,33.3,1334,6.1,실패
손아섭,2.72,20,3,한화,54,27,33.3,1334,6.1,도루
손아섭,2.72,20,3,한화,54,27,33.3,1334,6.1,도루
손아섭,2.72,20,3,한화,54,27,33.3,1334,6.1,실패
박해민,2.47,36,10,한화,54,27,33.3,1334,6.1,도루
박해민,2.47,36,10,한화,54,27,33.3,1334,6.1,도루
박해민,2.47,36,10,한화,54,27,33.3,1334,6.1,도루
박해민,2.47,36,10,한화,54,27,33.3,1334,6.1,실패
박해민,2.47,36,10,한화,54,27,33.3,1334,6.1,도루
박해민,2.47,36,10,한화,54,27,33.3,1334,6.1,도루
박해민,2.47,36,10,한화,54,27,33.3,1334,6.1,도루
박해민,2.47,36,10,한화,54,27,33.3,1334,6.1,도루
정주현,2.22,18,3,한화,54,27,33.3,1334,6.1,실패
허경민,2.21,20,4,한화,54,27,33.3,1334,6.1,도루
나성범,2.2,15,2,한화,54,27,33.3,1334,6.1,도루
나성범,2.2,15,2,한화,54,27,33.3,1334,6.1,실패
구자욱,2.17,10,0,한화,54,27,33.3,1334,6.1,도루
구자욱,2.17,10,0,한화,54,27,33.3,1334,6.1,실패
구자욱,2.17,10,0,한화,54,27,33.3,1334,6.1,도루
조수행,1.85,9,0,한화,54,27,33.3,1334,6.1,실패
임병욱,1.83,16,3,한화,54,27,33.3,1334,6.1,실패
임병욱,1.83,16,3,한화,54,27,33.3,1334,6.1,도루
임병욱,1.83,16,3,한화,54,27,33.3,1334,6.1,도루
임병욱,1.83,16,3,한화,54,27,33.3,1334,6.1,도루
고종욱,1.52,17,4,한화,54,27,33.3,1334,6.1,도루
